paper_id,title,year,authors,venue,url,abstract,abstract_clean
100a71d879d48e1f7a67714d3f914385edfa0d66,Evaluating Machine Learning Techniques for ICS Security: Insights from Dataset Limitations and Classifier Performance,2024,Eslam Amer; Tamer Elboghdadly,"2024 International Mobile, Intelligent, and Ubiquitous Computing Conference (MIUCC)",https://www.semanticscholar.org/paper/100a71d879d48e1f7a67714d3f914385edfa0d66,"The security of Industrial Control Systems (ICSs) is critical for the operation of essential infrastructure like energy, water, and transportation. However, ICS communication protocols often lack essential security features, making them vulnerable to advanced persistent threat (APT) attacks, as evidenced by cyberattacks like Stuxnet and Triton. One potential solution is deploying Intrusion Detection Systems (IDS) to monitor network traffic and detect intrusions. While Machine Learning (ML) and Deep Learning (DL) have shown promise for IDS, testing these methods in real ICS environments is impractical due to the risk of disruptions and the challenge of labeling data without altering system functionality. This study compares the performance of several ML classifiers, including Logistic Regression, Decision Tree, XGBoost, Random Forest, ANN, LightGBM, and SVM, in detecting ICS cyberattacks. The classifiers generally performed well but showed variations depending on the type of attack. For instance, Decision Tree, Random Forest, and SVM excelled in detecting DDoS attacks, while performance dropped for PortScan attacks. LightGBM outperformed others across multiple attack types, with F-scores between 0.993 and 1.000. The study highlights the importance of comprehensive, labeled datasets for improving IDS effectiveness in ICS environments.",industrial control system icss critical operation essential infrastructure like energy water transportation however ic communication protocol often lack essential feature make vulnerable advance persistent threat apt attack evidence cyberattacks like stuxnet triton potential solution deploy intrusion system id monitor traffic intrusion machine learn deep learn show promise id test method ic environment impractical risk disruption challenge label without alter functionality compare performance several classifier include logistic regression decision tree xgboost random forest ann lightgbm svm detect ic cyberattacks classifier generally perform show variation depend instance decision tree random forest svm excel detect ddos attack performance drop portscan attack lightgbm outperform others across type f-scores highlight importance comprehensive label datasets improve id effectiveness ic environment
11ff4fa759c85b4aceeca66fa67c07a5aa44db92,FedHE-Graph: Federated Learning with Hybrid Encryption on Graph Neural Networks for Advanced Persistent Threat Detection,2024,Atmane Ayoub Mansour Bahar; Kamel Soaïd Ferrahi; Mohamed-Lamine Messai; H. Seba; Karima Amrouche,ARES,https://www.semanticscholar.org/paper/11ff4fa759c85b4aceeca66fa67c07a5aa44db92,"Intrusion Detection Systems (IDS) play a crucial role in safeguarding systems and networks from different types of attacks. However, IDSes face significant hurdles in detecting Advanced Persistent Threats (APTs), which are sophisticated cyber-attacks characterised by their stealth, duration, and advanced techniques. Recent research has explored the effectiveness of Graph Neural Networks (GNNs) in APT detection, leveraging their ability to analyse intricate-relationships within graph data. However, existing approaches often rely on local models, limiting their adaptability to evolving APT-tactics and raising privacy-concerns. In response to these challenges, this paper proposes integrating Federated-Learning (FL) into the architectures of GNN-based Intrusion Detection Systems. Moreover, our solution includes an enhanced encryption-system of the clients’ weights to safely send them to the server through the system’s network. This solution prevents man-in-the-middle (MitM) attacks from intercepting the weights and reconstructing clients data using reverse engineering. We evaluate our approach on several datasets, demonstrating promising results in reducing false-positive rates compared to state-of-the-art Provenance-based IDSes (PIDS).",intrusion system id play crucial role safeguard system network type attack however idses face hurdle detect advance persistent threat apts sophisticate cyber-attacks characterise stealth duration advance technique explore effectiveness graph neural network gnns apt leverage ability analyse intricate-relationships within graph however approach often rely local model limit adaptability evolve apt-tactics raise privacy-concerns response challenge propose integrate federated-learning architecture gnn-based intrusion system moreover solution include enhance encryption-system client weight safely send server solution prevent man-in-the-middle mitm attack intercept weight reconstruct client reverse engineer several datasets demonstrate promise result reduce false-positive rat compare state-of-the-art provenance-based idses pid
b9229b862983e154888a1242f507afe4d6c42142,Impact of AI on cybersecurity and security compliance,2024,Adebola Folorunso; Temitope Adewumi; Adeola Adewa; Roy Okonkwo; Tayo Nathaniel Olawumi,Global Journal of Engineering and Technology Advances,https://www.semanticscholar.org/paper/b9229b862983e154888a1242f507afe4d6c42142,"Artificial Intelligence (AI) is transforming the field of cybersecurity and reshaping security compliance practices. As cyber threats become increasingly complex, AI offers powerful tools for identifying, mitigating, and preventing attacks in real-time. AI-driven systems excel at processing vast amounts of data, detecting anomalies, and identifying patterns that traditional security systems might miss. Machine learning and deep learning algorithms enhance the ability to predict potential threats, reducing response time and improving the accuracy of threat detection. These capabilities make AI a valuable asset in addressing sophisticated threats such as zero-day vulnerabilities, advanced persistent threats (APTs), and ransomware attacks. In the realm of security compliance, AI plays a pivotal role by automating routine tasks such as monitoring, auditing, and reporting. This reduces the burden on organizations to manually enforce regulatory standards, leading to more efficient compliance with frameworks like GDPR, HIPAA, and PCI-DSS. AI can continuously assess systems to ensure that they meet compliance requirements, enhancing the ability to detect and respond to violations. Furthermore, AI contributes to governance by helping organizations develop robust security policies, track compliance metrics, and streamline incident response. However, the integration of AI in cybersecurity also presents challenges, including adversarial AI, data privacy concerns, and transparency in AI decision-making processes. Additionally, AI-driven attacks are an emerging threat that necessitates further research and regulation. Despite these challenges, the future of AI in cybersecurity and compliance looks promising, with advancements in predictive analytics, quantum computing, and autonomous security systems poised to further revolutionize the field. As AI technologies evolve, they will continue to play a critical role in fortifying cybersecurity defenses and ensuring regulatory compliance across industries.",artificial intelligence transform field cybersecurity reshape compliance practice threat become increasingly complex offer powerful tool identify mitigate prevent attack real-time ai-driven system excel process vast amount detect anomaly identify pattern traditional system might miss machine learn deep learn algorithm enhance ability predict potential threat reduce response improve accuracy threat capability valuable asset address sophisticate threat zero-day vulnerability advance persistent threat apts ransomware attack realm compliance play pivotal role automate routine task monitor audit report reduce burden organization manually enforce regulatory standard lead compliance framework like gdpr hipaa pci-dss continuously assess system ensure meet compliance requirement enhance ability respond violation furthermore contribute governance help organization robust policy track compliance metric streamline incident response however integration cybersecurity also present challenge include adversarial privacy concern transparency decision-making process additionally ai-driven attack emerge threat necessitate regulation despite challenge future cybersecurity compliance look promise advancement predictive analytics quantum compute autonomous system poise revolutionize field technology evolve continue play critical role fortify cybersecurity defense ensure regulatory compliance across industry
4890f6ac1caff07b54f60ba186c8bafb558a54c1,Obfuscating Provenance-Based Forensic Investigations with Mapping System Meta-Behavior,2024,Anyuan Sang; Yuchen Wang; Li Yang; Junbo Jia; Lu Zhou,International Symposium on Recent Advances in Intrusion Detection,https://www.semanticscholar.org/paper/4890f6ac1caff07b54f60ba186c8bafb558a54c1,"The provenance graph technique has gained popularity for attack analysis, such as Advanced Persistent Threat (APT) attacks, by creating entity interaction graphs from host audit logs. While this method has shown promising analysis results and interpretability, its robustness against mimic attacks carried out by potentially skilled attackers has yet to be fully proven. Recent research has showcased adversarial methodologies targeting provenance-based Machine Learning (ML) detectors, leading to evasion attacks through the addition of corresponding nodes and edges to the feature space. However, these approaches face several challenges, including the difficulty in translating feature alterations into practical attack scenarios and limited applicability to other provenance graph-based detection schemes. In this study, we propose the Provenance-based Attack Investigation Obfuscation Framework(PAIOF), which proposes a novel obfuscation attack for the existing provenance-based forensic investigation system and demonstrates it needs to be extended and upgraded. More specifically, by thoughtfully analyzing key indicators from three classic provenance-based investigation approaches to set obfuscation goals. We establish an end-to-end mapping relationship between system operational behaviors and provenance graphs and create obfuscation programs guided by obfuscation goals to generate real attack instances. Our experiments demonstrate that our obfuscation scheme significantly reduces both the recall and precision of current state-of-the-art schemes in the DARPA Transparent Computing (TC) dataset and in simulated real-world attack scenarios. Furthermore, the meta-behavioral modeling approach of our system ensures its applicability in real-world scenarios, while we also discuss potential defenses against such attacks.",provenance graph gain popularity advance persistent threat apt attack create entity interaction graph host audit log show promise result interpretability robustness mimic attack carry potentially skilled attacker yet fully prove showcased adversarial methodology target provenance-based machine learn detector lead evasion attack addition correspond nod edge feature space however approach face several challenge include difficulty translate feature alteration practical scenario limit applicability provenance graph-based scheme provenance-based investigation obfuscation paiof propose obfuscation provenance-based forensic investigation demonstrate need extend upgrade specifically thoughtfully analyze key indicator classic provenance-based investigation approach set obfuscation goal establish end-to-end map relationship operational behavior provenance graph create obfuscation program guide obfuscation goal generate instance experiment obfuscation scheme significantly reduce recall precision current state-of-the-art scheme darpa transparent compute dataset simulate real-world scenario furthermore meta-behavioral model ensure applicability real-world scenario also discus potential defense attack
4f315c62ec9fdeae84917203ecd58710844a46b2,Performance Evaluation Elastic Security as Open Source Endpoint Detection and Response for Advanced Persistent Threat Cyberattack,2024,Zegar Pradipta Putra; Ruki Harwahyu; Evans Hebert,"International Journal of Electrical, Computer, and Biomedical Engineering",https://www.semanticscholar.org/paper/4f315c62ec9fdeae84917203ecd58710844a46b2,"Detecting APT using conventional information protection systems poses significant challenges. For instance, signature-based detection tools like antivirus primarily rely on predefined signature rules to identify malware. However, in scenarios like zero-day attacks where malware signatures are unknown, detection becomes unreliable. While EDR traditionally hinges on signature-based rules, recent advancements integrate machine learning techniques for enhanced detection capabilities. In this study, we conducted an evaluation of open-source EDR, specifically Elastic Security, for APT detection. APT attack vectors were simulated utilizing the Caldera Platform. The evaluation involved validating each attack vector sent by Caldera against detection alerts generated by Elastic Security. The detection outcomes revealed three categories: detected alerts conforming to predefined rules, undetected alerts despite predefined rules, and undetected alerts due to undefined rules. Some attack vectors lacked rule definitions, potentially resulting in elevated false positives. Additionally, certain attack vectors failed to trigger alerts despite rule definitions.",detect apt conventional protection system pose challenge instance signature-based tool like antivirus primarily rely predefined signature rule identify malware however scenario like zero-day attack malware signature unknown become unreliable edr traditionally hinge signature-based rule advancement integrate machine learn technique enhance capability conduct evaluation open-source edr specifically elastic apt apt vector simulate utilize caldera platform evaluation involve validate vector send caldera alert generate elastic outcome reveal category detect alert conform predefined rule undetected alert despite predefined rule undetected alert undefined rule vector lack rule definition potentially result elevate false positive additionally certain vector fail trigger alert despite rule definition
fff6d1e2bb72ed94f43257567d5a0fa9555a7ad3,Predicting Future Cyber Threats: Analysing Trends and Predicting Future Cybersecurity Challenges,2024,Richard Aggrey; Emmanuel Adjirachor; Bright Ansah Adjei; Nana Adwoa Dsane; Karl Osei Afoduo,International Journal For Multidisciplinary Research,https://www.semanticscholar.org/paper/fff6d1e2bb72ed94f43257567d5a0fa9555a7ad3,"As the sophistication of cyber threats grows, we move from traditional reactive cybersecurity to the implementation of predictive cybersecurity. This paper explores how more advanced technology, integrated systems, and state-sponsored attacks have created a complicated threat landscape requiring predictive threat management. An organisation can foresee future vulnerabilities by analysing trends such as phishing, ransomware, and advanced persistent threats (APTs) through logical correlation. This paper discusses the adoption of predictive models - both quantitative and qualitative methods - and using Artificial Intelligence (AI) and Machine Learning (ML) in real-time threat detection and situational awareness. For instance, the SolarWinds supply chain and the Ukraine power grid attacks show why predictive analysis is needed to deal with the risks. Due to ethical considerations, such as data bias or fairness, developing reliable predictive models is critical. To effectively predict threats, industries, governments, and researchers must collaborate and establish a resilient cybersecurity framework anticipating what is coming next.",sophistication threat grow move traditional reactive cybersecurity implementation predictive cybersecurity explore advance technology integrate system state-sponsored attack create complicate threat landscape require predictive threat management organisation foresee future vulnerability analyse trend phishing ransomware advance persistent threat apts logical correlation discuss adoption predictive model quantitative qualitative method artificial intelligence machine learn real-time threat situational awareness instance solarwinds supply chain ukraine power grid attack predictive need deal risk ethical consideration bias fairness develop reliable predictive model critical effectively predict threat industry government researcher must collaborate establish resilient cybersecurity anticipate come next
e0ce5fd5cdd126ade3abac2d48ae69d73b4f8002,Reimagining U.S. Cyber Defense Through Intelligent Automation,2024,Md Ismail Jobiullah; Sakera Begum; Jawad Sarwar; Amit Gupta; Vivek Kumar,International Journal of Scientific Research and Modern Technology,https://www.semanticscholar.org/paper/e0ce5fd5cdd126ade3abac2d48ae69d73b4f8002,"The explosion in the scale, sophistication, and persistence of cyber threats is a serious challenge to the national security and digital infrastructure of the United States. Traditional systems that rely on rules and signatures to detect cybersecurity threats are no longer sufficient for detecting and mitigating advanced persistent threats, zero-day attacks, and large-scale, coordinated cyber operations. This study examines the importance of next-generation Artificial Intelligence (AI) and Machine Learning (ML) solutions in the battle to enhance the US's cybersecurity capabilities. The main use case of the research is to test how sophisticated AI-based models can improve threat detection, prediction, and response in complex cyber environments.

The research examines key AI and ML technologies, including deep learning, reinforcement learning, anomaly detection models, and explainable artificial intelligence (XAI), with an emphasis on their applicability to intrusion detection, malware analysis, and automated incident response systems. Using a structured analytical framework and performance comparisons, the research explores how these techniques outperform traditional Cybersecurity methods in detection accuracy, response time, and adaptability to changing threats.

The results demonstrate that, with AI-enabled cybersecurity systems, threat identification is significantly improved in real time, and false-positive rates decrease, improving the operational efficiency of US cyber defense agencies. Furthermore, the incorporation of explainable AI helps address trust, transparency, and ethical issues related to autonomous decision-making in national security applications. The findings highlight the strategic importance of AI-powered cyber defense architectures and add to ongoing research by providing a comprehensive evaluation of next-generation AI and ML solutions as a cornerstone of resilient, proactive U.S. cyber defense strategies.",explosion scale sophistication persistence threat serious challenge national digital infrastructure unite state traditional system rely rule signature cybersecurity threat longer sufficient detect mitigate advance persistent threat zero-day attack large-scale coordinate operation examine importance next-generation artificial intelligence machine learn solution battle enhance cybersecurity capability main test sophisticate ai-based model threat prediction response complex environment examine key technology include deep learn reinforcement learn anomaly model explainable artificial intelligence xai emphasis applicability intrusion malware automate incident response system structure analytical performance comparison explore technique outperform traditional cybersecurity method accuracy response adaptability change threat result ai-enabled cybersecurity system threat identification significantly improve false-positive rat decrease improve operational efficiency agency furthermore incorporation explainable help trust transparency ethical issue relate autonomous decision-making national application finding highlight strategic importance ai-powered architecture add ongoing provide comprehensive evaluation next-generation solution cornerstone resilient proactive strategy
8f322699ce2696ab376325effabfefbfbff25f93,Research on Intelligent Cybersecurity Protection System in Cloud Computing Environment,2024,Yi Wang,Innovation Science and Technology,https://www.semanticscholar.org/paper/8f322699ce2696ab376325effabfefbfbff25f93,"In the digital era, cloud computing has transformed data processing, storage, and analysis with its scalability and flexibility. However, it also introduces new security challenges, such as data breaches and unauthorized access, which are exacerbated by Advanced Persistent Threats (APT) and zero-day vulnerabilities. This study aims to construct an intelligent network security protection system that adapts to the dynamic cloud computing environment, leveraging artificial intelligence and machine learning to enhance security efficiency and accuracy. The research objectives include developing a system that maintains privacy protection and user experience while ensuring secure access to cloud services. The paper presents a multi-layered architecture for the intelligent cybersecurity protection system, incorporating data collection, threat detection, access control, and adaptive security policies. Experimental methods and results validate the system’s effectiveness, demonstrating improved detection rates and reduced false positives compared to existing solutions. The study concludes with a discussion on the model’s advantages, limitations, and future application prospects in the field of cloud computing security.",digital era cloud compute transform process storage scalability flexibility however also introduce challenge breach unauthorized access exacerbate advance persistent threat apt zero-day vulnerability aim construct intelligent protection adapt dynamic cloud compute environment leverage artificial intelligence machine learn enhance efficiency accuracy objective develop maintain privacy protection experience ensure secure access cloud service present multi-layered architecture intelligent cybersecurity protection incorporate collection threat access control adaptive policy experimental method result validate effectiveness demonstrate improve rat reduce false positive compare solution conclude discussion advantage limitation future application prospect field cloud compute
7e39a2ca9fe2833513b1619e0bf7c11b1a2c31fe,Robust Network Anomaly Detection with K-Nearest Neighbors (KNN) Enhanced Digital Twins,2024,Peprah Obed Adjei; S. Tetarave; C. John; Madlyn Manneh; Parthasarathi Pattnayak,SoutheastCon,https://www.semanticscholar.org/paper/7e39a2ca9fe2833513b1619e0bf7c11b1a2c31fe,"Modern network security remains a critical concern in the digital landscape due to evolving cyber threats and increasingly sophisticated attack vectors such as Advanced Persistent Threats and Zero-Day Vulnerabilities. Leveraging advanced tech-nologies such as artificial intelligence (AI) and machine learning (ML) can enhance threat detection capabilities and improve incident response times when detecting and mitigating network security threats. On the other hand, an imbalanced dataset of network traffic in AI/ML models presents several challenges and can significantly impact the performance and effectiveness of the models to predict attacks. Our research aims to amplify the robustness of the imbalanced network traffic dataset to fit the analysis and adaptability of KNN-based Digital Twins dedicated to network anomaly detection. This paper capitalizes on the remarkable performance of the model, characterized by impeccable precision, recall, and F1-score, as indicated by the classification report with 99% accuracy. The confusion matrix further highlights the model's performance using the proposed robustness dataset, showing a minimal False Positive Rate (FPR) compared to similar works in the literature.",modern remain critical concern digital landscape evolve threat increasingly sophisticate vector advance persistent threat zero-day vulnerability leverage advance tech-nologies artificial intelligence machine learn enhance threat capability incident response time detect mitigate threat hand imbalanced dataset traffic model present several challenge significantly impact performance effectiveness model predict attack aim amplify robustness imbalanced traffic dataset fit adaptability knn-based digital twin dedicate anomaly capitalize remarkable performance characterize impeccable precision recall f1-score indicate classification report accuracy confusion matrix highlight performance robustness dataset show minimal false positive fpr compare similar work literature
0fd8abfac6ea1180837c7e90541f2152034cf6cb,A Comparative Analysis of Machine Learning and Deep Learning Approaches for Multi Media Cybersecurity Threat Detection,2025,Anusha Lahoti; Apoorva Yadav; Nimisha Bhandari; Dolly Panthi; Deepak Sain,2025 3rd International Conference on Intelligent Cyber Physical Systems and Internet of Things (ICoICI),https://www.semanticscholar.org/paper/0fd8abfac6ea1180837c7e90541f2152034cf6cb,"Cyber security for multimedia data has become a critical concern in the digital era, with evolving threats such as malware, phishing, intrusion attempts, and advanced persistent threats. This article provides a comparative analysis of artificial intelligence approaches applied to cyber security threat detection. It examines various supervised, unsupervised, and reinforcement learning models. The study evaluates their performance across key parameters such as detection accuracy, false positive rate, computational efficiency, and adaptability to new threat patterns. While ML algorithms offer interpretability and faster training, DL models demonstrate superior capability in handling large-scale and complex data environments. Challenges like data imbalance, real-time processing, and adversarial attacks are also discussed. This article aims to guide researchers and practitioners in selecting appropriate models for specific cybersecurity scenarios, promoting more robust, scalable, and intelligent defense mechanisms against emerging cyber threats.",multimedia become critical concern digital era evolve threat malware phishing intrusion attempt advance persistent threat article provide comparative artificial intelligence approach apply threat examine supervise unsupervised reinforcement learn model evaluate performance across key parameter accuracy false positive computational efficiency adaptability threat pattern algorithm offer interpretability faster train model superior capability handle large-scale complex environment challenge like imbalance real-time process adversarial attack also discuss article aim guide researcher practitioner select appropriate model specific cybersecurity scenario promote robust scalable intelligent mechanism emerge threat
c602fc710f0fd22852124f8e4f847b67232fda67,A deep Q-learning approach for adaptive cybersecurity threat detection in dynamic networks,2025,P. Bharathi; S. Selvaperumal; Narendran Ramasenderan; V. Thiruchelvam; Deepak Arun Annamalai; M. Jaya; B. Reddy,Bulletin of Electrical Engineering and Informatics,https://www.semanticscholar.org/paper/c602fc710f0fd22852124f8e4f847b67232fda67,"Cybersecurity faces persistent challenges due to the rapid growth and complexity of network-based threats. Conventional rule-based systems and classical machine learning approaches often lack the adaptability required to detect advanced and dynamic attacks in real time. This study introduces a deep Q-learning framework for autonomous threat detection and mitigation within a simulated network environment that reflects realistic traffic, malicious behaviors, and system conditions. The framework incorporates experience replay and target network stabilization to strengthen learning and policy optimization. Evaluation was performed on a synthesized dataset containing benign traffic and multiple attack categories, including distributed denial of service (DDoS), phishing, advanced persistent threats, and malware. The proposed system achieved 96.7% detection accuracy, an F1-score of 0.94, and reduced detection latency to 50 ms. These results surpassed the performance of rule-based methods and traditional classifiers such as support vector machines, random forests, convolutional neural networks, and recurrent neural networks. A central contribution lies in combining dynamic feature selection with reinforcement learning (RL), allowing the agent to adapt to evolving threats and diverse network conditions. The findings demonstrate the potential of deep reinforcement learning (DRL) as a scalable and efficient solution for real-time cybersecurity defense.",cybersecurity face persistent challenge rapid growth complexity network-based threat conventional rule-based system classical machine learn approach often lack adaptability require advance dynamic attack introduce deep q-learning autonomous threat mitigation within simulate environment reflect realistic traffic malicious behavior condition incorporate experience replay target stabilization strengthen learn policy optimization evaluation perform synthesize dataset contain benign traffic category include distribute denial service ddos phishing advance persistent threat malware achieve accuracy f1-score reduce latency result surpass performance rule-based method traditional classifier support vector machine random forest convolutional neural network recurrent neural network central contribution lie combine dynamic feature selection reinforcement learn allow agent adapt evolve threat diverse condition finding potential deep reinforcement learn drl scalable solution real-time cybersecurity
f00dae1f646f01113477ab213ccafcbf7b691bda,AI for Cybersecurity Threat Detection: A Machine Enabled Computing Perspective,2025,Mandakani Mishra; R. Pradhan; Kesab Agrawalla; Raveendranadh Bokka,"2025 International Conference on Advancements in Smart, Secure and Intelligent Computing (ASSIC)",https://www.semanticscholar.org/paper/f00dae1f646f01113477ab213ccafcbf7b691bda,"With the increasing sophistication of cyber threats through Advanced Persistent Threats, ransomware, and insider attacks, innovative cybersecurity strategy is required, and AI represents a crucial instrument that uses deep learning and reinforcement learning to determine, analyze, and mitigate risks. This paper discusses AI-based cybersecurity, outlining a new model for AI, which improves on threat detection and response efficiency by increasing explainability. Analyzing large datasets and recognizing attack patterns and vulnerabilities to predict them has significantly improved the anomaly detection system and threat mitigation. The model also ensures that it follows ethical standards, including bias and transparency in AI-driven security. The results of this study show the significant advancements of cybersecurity resilience by integrating AI into modern threat defense. This AI-based approach offers scalable, adaptive, and proactive security. It allows organizations to effectively be prepared to deal with increasingly changing cyber threats.",increase sophistication threat advance persistent threat ransomware insider attack innovative cybersecurity strategy require represent crucial instrument use deep learn reinforcement learn determine mitigate risk discuss ai-based cybersecurity outline improve threat response efficiency increase explainability analyze datasets recognize pattern vulnerability predict significantly improve anomaly threat mitigation also ensure follow ethical standard include bias transparency ai-driven result advancement cybersecurity resilience integrate modern threat ai-based offer scalable adaptive proactive allow organization effectively prepare deal increasingly change threat
b1c48ccfa8b6a4f71f1f699f0356b3c49f3e68bd,AI-Driven Deception Systems for Advanced Persistent Threat (APT) Mitigation,2025,Abdullahel Hadi; Syed Nurul Islam; A. Khan; Muhammad Ismaeel Khan; Manu Kumar Misra; Aftab Arif,2025 IEEE 6th Global Conference for Advancement in Technology (GCAT),https://www.semanticscholar.org/paper/b1c48ccfa8b6a4f71f1f699f0356b3c49f3e68bd,"APTs can be considered as one of the most significant problems of contemporary cybersecurity because they are unnoticed, persistent and adaptive. Conventional defence systems have been found to be ineffective in detecting and countering these advanced attacks with the attacker exploiting trickery and evasion tools to circumvent the traditional security measures. In this paper, the researcher suggests an AI-led deception engine to actively counter APTs using dynamic and context-adaptable defence mechanisms. The system combines machine learning, generative adversarial deception models, and autonomous response agents to form adaptive decoys, mislead adversarial reconnaissance, and disrupt lateral movement in enterprise networks. The framework improves the detection accuracy and minimizes the false positives by constantly examining attacker behaviour and updating the deception artifacts in real time. As shown by experimental validation, the suggested system is able to not only increase resilience to changing APT campaigns but also to offer quantifiable improvements in attack dwell-time and rates of system compromise. The results note the opportunities of integrating the deception technologies with the AI to form proactive, intelligent, and sustainable defence mechanisms of the critical infrastructures.",apts consider problem contemporary cybersecurity unnoticed persistent adaptive conventional defence system ineffective detect counter advance attack attacker exploit trickery evasion tool circumvent traditional measure researcher suggest ai-led deception engine actively counter apts dynamic context-adaptable defence mechanism combine machine learn generative adversarial deception model autonomous response agent form adaptive decoy mislead adversarial reconnaissance disrupt lateral movement enterprise network improve accuracy minimize false positive constantly examine attacker behaviour update deception artifact show experimental validation suggest able increase resilience change apt campaign also offer quantifiable improvement dwell-time rat compromise result note opportunity integrate deception technology form proactive intelligent sustainable defence mechanism critical infrastructure
de7f94e0c5f2a453d831aa6488e707b1eb2f9936,AI-Enabled Cyber Defense: Machine Learning for Threat Detection and Classification Mechanism,2025,Gurnoor Kaur; Gurpreet Singh; Rupinder Kaur,2025 IEEE 3rd Global Conference on Wireless Computing and Networking (GCWCN),https://www.semanticscholar.org/paper/de7f94e0c5f2a453d831aa6488e707b1eb2f9936,"The rapid integration of digital technologies into everyday life has heightened both convenience and vulnerability, with cyber threats such as malware and advanced persistent threats (APTs) becoming increasingly sophisticated. Artificial Intelligence (AI) and Machine Learning (ML) have emerged as transformative approaches to enhance cybersecurity by enabling real-time detection, classification, and automated response. This paper provides a comprehensive review of AI-driven threat detection mechanisms, focusing on supervised, unsupervised, reinforcement, and ensemble learning models, as well as deep learning and natural language processing applications. It further examines automated incident response frameworks and their role in adaptive security architectures. The study concludes that while AI and ML hold immense promise for advancing cybersecurity, their successful deployment requires balancing automation with human oversight, enhancing transparency through explainable AI, and establishing robust governance frameworks to ensure secure, ethical, and scalable implementation.",rapid integration digital technology everyday life heighten convenience vulnerability threat malware advance persistent threat apts become increasingly sophisticate artificial intelligence machine learn emerge transformative approach enhance cybersecurity enable real-time classification automate response provide comprehensive review ai-driven threat mechanism focus supervise unsupervised reinforcement ensemble learn model deep learn natural language process application examine automate incident response framework role adaptive architecture conclude hold immense promise advance cybersecurity successful deployment require balance automation human oversight enhance transparency explainable establish robust governance framework ensure secure ethical scalable implementation
2fa411fe37a967c7e1e71787bbd8bc67ce5ada42,AI-enhanced cloud security monitoring: Detecting advanced persistent threats and intrusions using deep autoencoders and hybrid machine learning techniques,2025,Rahul Jadon; Rajababu Budda; venkata Surya Teja Gollapalli; Kannan Srinivasan; Guman Singh Chauhan; R Prema,Global Journal of Engineering and Technology Advances,https://www.semanticscholar.org/paper/2fa411fe37a967c7e1e71787bbd8bc67ce5ada42,"Cloud computing is slowly becoming one of the main infrastructures for businesses, putting it at risk to undergo Advanced Persistent Threats (APTs) and advanced cyberattacks. Traditional intrusion detection systems (IDS) use rule-based or signature-based techniques, which cannot identify zero-day attacks and evolving threats since they solely depend on predefined attacks' signatures. This study proposes an AI-enhanced continuous security monitoring system that combines deep autoencoders for anomaly detection with a hybrid model, MLP-GRU, for threat classification. The deep autoencoder accurately learns network activity and detects deviations, while the MLP-GRU model analyses sequential data patterns, which leads to the increase in classification accuracy. Experimental results using key performance metrics of accuracy, precision, recall, F1-score, and AUC-ROC confirm the efficiency of the proposed system, ensuring its success in differentiating normal from harmful activity. Besides, the throughput analysis demonstrates that it functions in real time to take care of security events within the system. The proposed methodology serves as a viable alternative to conventional IDSs, enhancing the scalability, adaptability, and accuracy of malware detection. Conclusively, future research will focus on adaptive learning, federated security monitoring, and explainable AI towards realizing enhanced detection capabilities.",cloud compute slowly become main infrastructure business put risk undergo advance persistent threat apts advance cyberattacks traditional intrusion system id rule-based signature-based technique cannot identify zero-day attack evolve threat since solely depend predefined attack signature propose ai-enhanced continuous monitor combine deep autoencoders anomaly hybrid mlp-gru threat classification deep autoencoder accurately learn activity detect deviation mlp-gru analyse sequential pattern lead increase classification accuracy experimental result key performance metric accuracy precision recall f1-score auc-roc confirm efficiency ensure success differentiate normal harmful activity besides throughput demonstrate function take care event within methodology serve viable alternative conventional idss enhance scalability adaptability accuracy malware conclusively future focus adaptive learn federate monitor explainable towards realize enhance capability
